song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Ek Bagiya Mein,Shankar Mahadevan|Srini|K. S. Chithra,/artist/shankar-mahadevan|/artist/srini|/artist/chitra,05:57,Hindi,08-10-2007,0.85,0.973,0.845,0.867,-11.063,0.0483,187.714,1.0,7.0,0.0013,4.0,35.0,3940515.0,0
Jab Chhaye Mera Jadoo,Asha Bhosle,/artist/asha-bhosle-1,05:22,Hindi,01-08-2005,0.62,0.463,0.512,0.616,-5.243,0.06,123.017,1.0,9.0,0.0099,4.0,71.0,7399377.0,2
Dekho Rootha Na Karo,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:06,Hindi,07-03-2014,0.97,0.09,0.704,0.688,-12.28,0.0266,209.31,1.0,11.0,0.0783,4.0,77.0,9880908.0,3
Rang Barse Bheege Chunarwali,Amitabh Bachchan,/artist/amitabh-bachchan,06:06,Hindi,05-11-2021,0.67,0.803,0.612,0.207,-5.608,0.0639,109.983,0.0,4.0,0.025,4.0,52.0,547390.0,2
Mere Naseeb Mein Ae Dost,Kishore Kumar,/artist/kishore-kumar,04:39,Hindi,08-12-2006,0.5,0.944,0.376,0.716,-6.477,0.09,159.27,1.0,6.0,0.0623,4.0,37.0,7668621.0,1
Aapke Anurodh Pe,Kishore Kumar,/artist/kishore-kumar,05:02,Hindi,05-10-2003,0.54,0.614,0.362,0.53,-11.589,0.041,144.991,0.0,4.0,0.0221,4.0,27.0,8146327.0,2
Anguli Mein Angoothi,Lata Mangeshkar|Mohammad Aziz,/artist/lata-mangeshkar|/artist/mohammad-aziz,05:02,Hindi,02-02-2017,0.48,0.213,0.161,0.323,-8.928,0.0525,169.646,1.0,2.0,0.005,4.0,59.0,5923366.0,4
Aaja Aaja Main Hoon Pyar Tera,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:26,Hindi,03-09-2021,0.87,0.759,0.432,0.412,-5.541,0.0473,131.0,0.0,0.0,0.1,4.0,68.0,6846769.0,2
Mitwa Bhool Na Jana,Mohammad Aziz,/artist/mohammad-aziz,08:03,Hindi,09-12-2007,0.09,0.78,0.282,0.236,-10.36,0.0982,143.448,1.0,7.0,0.04,4.0,100.0,228940.0,1
Kehta Hai Joker Sara Zamana,Mukesh,/artist/mukesh,05:28,Hindi,09-05-2021,0.65,0.05,0.362,0.213,-4.077,0.0508,119.93,1.0,1.0,0.02,4.0,73.0,6662827.0,2
Nahin Nahin Abhi Nahin,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,04:04,Hindi,05-02-2014,0.91,0.47,0.118,0.753,-6.192,0.0911,186.904,1.0,9.0,0.07,4.0,64.0,5498831.0,3
Kai Din Se Mujhe,Hemlata|Shailender Singh,/artist/hemlata|/artist/shailender-singh,04:29,Hindi,11-04-2024,0.84,0.0,0.127,0.54,-10.3,0.08,200.028,0.0,6.0,0.0951,4.0,94.0,11372754.0,3
Ek Tera Saath Humko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:15,Hindi,09-09-2017,0.13,0.35,0.534,0.166,-13.918,0.014,129.929,1.0,11.0,0.01,4.0,42.0,8171365.0,4
Kitna Pyara Wada Hai,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:15,Hindi,12-01-2012,0.47,0.266,0.827,0.778,-4.532,0.0638,185.996,1.0,0.0,0.088,4.0,32.0,10313606.0,3
Sa Re Ke Sa Re,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:41,Hindi,06-02-2019,0.32,0.95,0.015,0.71,-4.113,0.0377,191.496,0.0,3.0,0.024,4.0,63.0,2514573.0,0
Hai Duniya Usiki Zamana Usika,Mohammed Rafi,/artist/mohammad-rafi,04:52,Hindi,10-10-2022,0.29,0.108,0.785,0.886,-9.365,0.037,187.91,1.0,9.0,0.096,4.0,50.0,6397693.0,4
Is Mod Se Jate Hain (Duet),Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:56,Hindi,04-04-2016,0.58,0.472,0.885,0.182,-11.273,0.044,190.096,0.0,4.0,0.05,4.0,42.0,1344465.0,3
Apni To Jaise Taise,Kishore Kumar,/artist/kishore-kumar,08:04,Hindi,12-12-2020,0.24,0.54,0.513,0.224,-7.929,0.058,168.023,0.0,6.0,0.05,4.0,50.0,169520.0,1
Aankhon Aankhon Mein Baat Hone Do,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,04:04,Hindi,09-04-2022,0.54,0.17,0.25,0.437,-7.136,0.0027,186.86,0.0,1.0,0.0,4.0,96.0,9266774.0,4
Maine Tere Liye,Mukesh,/artist/mukesh,03:07,Hindi,03-05-2013,0.99,0.52,0.58,0.952,-11.787,0.04,140.0,0.0,9.0,0.084,4.0,86.0,5306689.0,2
Tujhe Suraj Kahoon Ya Chanda,Manna Dey,/artist/manna-dey,04:28,Hindi,09-07-2005,0.16,0.99,0.53,0.5,-12.666,0.0,180.32,1.0,7.0,0.0038,4.0,94.0,7606489.0,0
Raju Chal Raju,Kishore Kumar,/artist/kishore-kumar,06:27,Hindi,12-06-2009,0.05,0.392,0.846,0.13,-3.009,0.01,122.18,1.0,11.0,0.078,4.0,54.0,10993078.0,4
Shama Hai Suhana Suhana,Kishore Kumar,/artist/kishore-kumar,03:26,Hindi,05-02-2012,0.79,0.56,0.607,0.056,-9.762,0.049,110.567,1.0,1.0,0.03,4.0,25.0,9363394.0,2
Chhoo Lene Do Nazuk Honthon Ko,Mohammed Rafi,/artist/mohammad-rafi,03:19,Hindi,06-03-2007,0.83,0.797,0.517,0.162,-8.272,0.06,129.989,1.0,0.0,0.02,4.0,70.0,9478308.0,2
Khali Hath Sham Aai Hai,Asha Bhosle,/artist/asha-bhosle-1,05:00,Hindi,09-12-2014,0.12,0.458,0.548,0.466,-9.83,0.0193,120.011,1.0,0.0,0.0065,4.0,50.0,875979.0,4
Mera Jeevan Kora Kagaz,Kishore Kumar,/artist/kishore-kumar,03:35,Hindi,08-08-2003,0.89,0.41,0.239,0.172,-9.81,0.056,174.03,1.0,3.0,0.06,4.0,27.0,293228.0,3
Itna To Yaad Hai Mujhe,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,06:15,Hindi,09-12-2020,0.01,0.776,0.773,0.317,-6.202,0.08,195.938,0.0,3.0,0.02,4.0,60.0,65854.0,1
Lakhon Hain Nigahon Mein,Mohammed Rafi,/artist/mohammad-rafi,04:18,Hindi,05-12-2017,0.7,0.809,0.934,0.999,-10.026,0.03,164.174,1.0,7.0,0.001,4.0,84.0,3666905.0,0
Kaho Kahan Chale,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:57,Hindi,03-07-2013,0.12,0.51,0.618,0.179,-12.542,0.009,197.888,1.0,1.0,0.09,4.0,52.0,8240671.0,4
Hum Tumhein Itna Pyar Karenge,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,07:14,Hindi,08-04-2007,0.45,0.581,0.168,0.049,-5.258,0.08,119.972,0.0,0.0,0.02,4.0,58.0,1903927.0,1
Zindagi Bhar Nahin Bhoolegi (Male),Mohammed Rafi,/artist/mohammad-rafi,02:23,Hindi,07-10-2018,0.79,0.883,0.338,0.299,-12.071,0.0124,112.865,0.0,1.0,0.042,4.0,91.0,2403055.0,2
Aye Dil E Nadan,Lata Mangeshkar,/artist/lata-mangeshkar,05:39,Hindi,07-03-2015,0.4,0.549,0.923,0.21,-8.349,0.052,125.003,1.0,0.0,0.0,4.0,56.0,3059145.0,2
Aaj Mausam Bada Beimaan Hai,Mohammed Rafi,/artist/mohammad-rafi,06:14,Hindi,01-11-2010,0.79,0.95,0.362,0.491,-8.936,0.045,191.954,1.0,11.0,0.05,4.0,66.0,1752843.0,0
Mana Ho Tum Behad Haseen,K J Yesudas,/artist/k-j-yesudas,06:21,Hindi,05-04-2013,0.33,0.16,0.255,0.629,-8.376,0.062,176.496,1.0,1.0,0.038,4.0,65.0,1501665.0,4
Saagar Jaisi Aankhonwali,Kishore Kumar,/artist/kishore-kumar,05:03,Hindi,11-02-2012,0.97,0.45,0.789,0.535,-9.013,0.009,108.985,1.0,5.0,0.02,4.0,82.0,10481128.0,2
Zeehale Muskin,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,07:26,Hindi,03-05-2019,0.01,0.394,0.532,0.279,-8.339,0.03,198.096,0.0,4.0,0.0546,4.0,94.0,2910202.0,4
Agar Tum Na Hote (Male Version),R. D. Burman|Kishore Kumar,/artist/r-d-burman|/artist/kishore-kumar,04:09,Hindi,04-04-2011,0.04,0.57,0.492,0.102,-4.378,0.01,196.486,1.0,9.0,0.01,4.0,81.0,9828268.0,4
Diwana Kar Ke Chhodoge,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:55,Hindi,02-04-2007,0.96,0.432,0.284,0.813,-2.043,0.049,134.979,1.0,10.0,0.0996,4.0,85.0,5165035.0,2
Log Kahte Hain,Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,06:53,Hindi,10-11-2018,0.87,0.859,0.116,0.161,-13.906,0.081,180.068,0.0,11.0,0.0654,4.0,96.0,6669821.0,3
Mere Ghar Aai Ek Nanhi Pari,Lata Mangeshkar,/artist/lata-mangeshkar,02:33,Hindi,02-01-2014,0.36,0.251,1.0,0.795,-3.836,0.0685,180.559,0.0,2.0,0.053,4.0,72.0,4935979.0,3
Yahoo Chahe Mujhe Koi Junglee Kahen,Mohammed Rafi,/artist/mohammad-rafi,04:56,Hindi,06-02-2013,0.14,0.52,0.305,0.119,-13.689,0.055,116.947,1.0,8.0,0.05,4.0,96.0,850217.0,1
Bheed Mein,Udit Narayan|Shreya Ghoshal,/artist/udit-narayan|/artist/shreya-ghoshal,06:01,Hindi,12-02-2003,0.84,0.64,0.058,0.847,-8.712,0.083,184.148,1.0,6.0,0.0869,4.0,42.0,3468760.0,0
Gussa Itna Haseen Hai To,Kishore Kumar,/artist/kishore-kumar,03:44,Hindi,01-12-2010,0.26,0.963,0.708,0.1,-8.248,0.049,179.108,1.0,1.0,0.03,4.0,89.0,8049142.0,0
Chanda Hai Tu Mera Suraj Hai Tu,Lata Mangeshkar,/artist/lata-mangeshkar,04:02,Hindi,01-10-2019,0.43,0.433,0.589,0.218,-12.766,0.03,202.736,1.0,1.0,0.02,4.0,75.0,9617065.0,0
Hum Kisi Se Kum Nahin,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:51,Hindi,11-07-2009,0.28,0.37,0.837,0.233,-9.139,0.09,208.006,1.0,0.0,0.077,4.0,83.0,1331705.0,3
Likha Hai Teri Ankhon Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:15,Hindi,10-04-2020,0.98,0.43,0.898,0.447,-5.949,0.0453,108.038,1.0,7.0,0.0554,4.0,37.0,767430.0,2
Koi Haseena,Kishore Kumar,/artist/kishore-kumar,04:02,Hindi,10-01-2009,0.84,0.44,0.755,0.957,-10.564,0.01,179.9,1.0,9.0,0.1,4.0,79.0,8595950.0,0
Na Moonh Chhupa Ke Jiyo,Mahendra Kapoor,/artist/mahendra-kapoor,06:04,Hindi,04-03-2008,0.91,0.719,0.999,0.663,-7.27,0.078,196.944,0.0,1.0,0.09,4.0,40.0,4878537.0,3
Kora Kagaz Tha Yeh Man Mera,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:39,Hindi,12-02-2020,0.47,0.467,0.034,0.112,-10.064,0.08,147.943,1.0,2.0,0.002,4.0,30.0,2065640.0,1
I Love You (Gujarati Mein),Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:19,Hindi,01-07-2018,0.76,0.77,0.012,0.107,-3.951,0.0494,126.012,1.0,9.0,0.052,4.0,57.0,9562855.0,2
Jeena Yahan Marna Yahan - With Dialogue,Mukesh,/artist/mukesh,04:30,Hindi,04-04-2021,0.08,0.06,0.468,0.945,-10.71,0.0699,188.018,0.0,4.0,0.042,4.0,37.0,10030019.0,4
Lo Aa Gayi Unki Yaad,Lata Mangeshkar,/artist/lata-mangeshkar,04:46,Hindi,05-12-2016,0.61,0.75,0.557,0.996,-4.773,0.025,133.974,1.0,2.0,0.016,4.0,54.0,4510680.0,2
Koi Hamdam Na Raha,Kishore Kumar,/artist/kishore-kumar,03:25,Hindi,08-03-2016,0.58,0.56,0.992,0.502,-3.2,0.01,162.324,1.0,6.0,0.006,4.0,44.0,2636931.0,0
Pukarta Chala Hoon Main,Mohammed Rafi,/artist/mohammad-rafi,03:51,Hindi,07-03-2011,0.98,0.59,0.919,0.118,-6.385,0.0933,134.88,1.0,2.0,0.004,4.0,82.0,9108245.0,3
Koi Yeh Kaise Bataye,Jagjit Singh,/artist/jagjeet-singh-1,03:17,Hindi,07-06-2005,1.0,0.318,0.133,0.689,-10.841,0.094,115.099,0.0,9.0,0.083,4.0,28.0,9606309.0,2
Tum Yaad Na Aaya Karo - Ii And Iii,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,05:32,Hindi,07-01-2012,0.59,0.047,0.914,0.681,-12.691,0.041,113.84,1.0,1.0,0.0665,4.0,39.0,6902703.0,2
Dil Jo Na Keh Saka (Male),Mohammed Rafi,/artist/mohammad-rafi,04:22,Hindi,11-01-2019,0.83,0.41,0.894,0.093,-11.71,0.081,153.82,0.0,2.0,0.018,4.0,85.0,956465.0,3
Aaj Ki Raat Koi Aane Ko Hai,Asha Bhosle,/artist/asha-bhosle-1,06:19,Hindi,03-02-2003,0.23,0.04,0.706,0.054,-6.415,0.1,174.624,0.0,10.0,0.0972,4.0,33.0,5973184.0,3
Khilte Hain Gul Yahan,Kishore Kumar,/artist/kishore-kumar,04:02,Hindi,09-09-2016,0.07,0.47,0.176,0.923,-8.825,0.0,189.656,1.0,0.0,0.06,4.0,85.0,587154.0,4
Bekhudi Mein Sanam,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:31,Hindi,05-07-2008,0.47,0.75,0.839,0.532,-2.766,0.0067,184.086,1.0,5.0,0.0994,4.0,48.0,8229434.0,0
Teri Galiyon Mein,Mohammed Rafi,/artist/mohammad-rafi,04:43,Hindi,06-05-2002,0.37,0.96,0.29,0.993,-8.961,0.0,103.992,0.0,6.0,0.03,4.0,68.0,3161430.0,2
Rote Rote Hansna Seekho (Male),Kishore Kumar,/artist/kishore-kumar,06:12,Hindi,09-10-2022,0.43,0.32,0.369,0.89,-2.098,0.0927,185.956,0.0,1.0,0.1,4.0,44.0,10027426.0,3
Aate Jate Khoobsurat Awara,Kishore Kumar,/artist/kishore-kumar,05:53,Hindi,11-06-2006,0.86,0.11,0.693,0.838,-10.49,0.01,165.95,0.0,3.0,0.0131,4.0,76.0,217987.0,4
Tum Jo Mil Gaye Ho,Mohammed Rafi|Lata Mangeshkar,/artist/mohammad-rafi|/artist/lata-mangeshkar,08:09,Hindi,10-08-2012,0.69,0.464,0.091,0.881,-6.895,0.071,114.06,0.0,10.0,0.0,4.0,25.0,10735472.0,2
Aap Ke Kamre Mein (Dil Mil Gaye),Asha Bhosle|Kishore Kumar|R. D. Burman,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/r-d-burman,08:45,Hindi,07-06-2019,0.32,0.769,0.737,0.495,-5.517,0.032,183.842,1.0,9.0,0.084,4.0,85.0,3703564.0,0
Chandni O Meri Chandni,Sridevi|Jolly Mukherjee,/artist/sridevi|/artist/jolly-mukherjee-1,04:42,Hindi,04-08-2017,0.46,0.76,0.606,0.816,-9.714,0.025,179.984,1.0,5.0,0.08,4.0,26.0,3079253.0,0
O Mere Sanam,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:28,Hindi,05-04-2022,0.38,0.86,0.801,0.096,-9.013,0.01,155.983,0.0,1.0,0.0344,4.0,85.0,5065278.0,0
Main Zindagi Ka Saath Nibhata Chala Gaya,Mohammed Rafi,/artist/mohammad-rafi,03:51,Hindi,09-12-2018,0.66,0.86,0.509,0.446,-9.738,0.01,210.072,0.0,11.0,0.0359,4.0,64.0,5199689.0,0
Yeh Dil Na Hota Bechara,Kishore Kumar,/artist/kishore-kumar,04:28,Hindi,03-05-2014,0.06,0.907,0.841,0.69,-6.463,0.09,112.026,1.0,8.0,0.06,4.0,70.0,1391319.0,1
Ae Phoolon Ki Rani,Mohammed Rafi,/artist/mohammad-rafi,04:19,Hindi,07-12-2020,0.01,0.407,0.199,0.884,-5.718,0.02,131.931,1.0,4.0,0.072,4.0,89.0,8391778.0,4
Jaane Do Jaane Do Mujhe Jaana Hai,Lata Mangeshkar|Mohammad Aziz,/artist/lata-mangeshkar|/artist/mohammad-aziz,06:26,Hindi,08-11-2015,0.5,0.785,0.343,0.417,-2.972,0.0,133.954,1.0,11.0,0.0413,4.0,67.0,6463987.0,2
Yeh Duniya Yeh Mehfil,Mohammed Rafi,/artist/mohammad-rafi,07:06,Hindi,07-09-2009,0.53,0.928,0.311,0.949,-6.675,0.084,204.044,0.0,11.0,0.0981,4.0,29.0,748749.0,0
Pal Pal Dil Ke Paas,Kishore Kumar,/artist/kishore-kumar,05:30,Hindi,09-02-2000,0.36,0.58,0.008,0.221,-8.965,0.0,139.938,0.0,0.0,0.05,4.0,45.0,11029624.0,2
Holi Ke Din,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:42,Hindi,05-07-2020,0.83,0.5,0.327,0.253,-10.964,0.09,177.71,1.0,7.0,0.0502,4.0,29.0,3686581.0,3
Dushman Na Kare Dost Ne Wo Kaam Kiya Hai,Lata Mangeshkar|Amit Kumar,/artist/lata-mangeshkar|/artist/amit-kumar,06:04,Hindi,03-02-2012,0.7,0.92,0.306,0.92,-4.824,0.09,130.014,1.0,0.0,0.0837,4.0,39.0,2108518.0,1
Diwane Hai Diwanon Ko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:33,Hindi,07-12-2004,0.23,0.692,0.001,0.193,-4.445,0.085,198.858,1.0,0.0,0.025,4.0,55.0,5782779.0,1
Tere Mere Milan Ki Yeh Raina,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:55,Hindi,08-06-2020,0.36,0.987,0.939,0.34,-9.756,0.008,155.97,1.0,9.0,0.0995,4.0,45.0,232023.0,0
Jhuki Jhuki Si Nazar,Jagjit Singh,/artist/jagjeet-singh-1,05:02,Hindi,05-01-2019,0.07,0.157,0.384,0.769,-6.503,0.0282,135.128,0.0,5.0,0.0356,4.0,67.0,3040506.0,4
Yun Rootho Na Haseena,Mohammed Rafi,/artist/mohammad-rafi,03:32,Hindi,04-06-2006,0.99,0.981,0.604,0.515,-11.27,0.04,115.04,1.0,7.0,0.0613,4.0,62.0,5483453.0,2
Aasman Ke Neeche,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:57,Hindi,02-08-2014,0.29,0.017,0.104,0.275,-7.673,0.0988,201.914,1.0,1.0,0.016,4.0,30.0,7962091.0,3
Dil Ki Yeh Arzoo Thi,Mahendra Kapoor|Salma Agha,/artist/mahendra-kapoor|/artist/salma-agha,05:42,Hindi,10-03-2009,0.22,0.901,0.062,0.265,-7.511,0.03,180.964,1.0,0.0,0.06,4.0,25.0,11137852.0,0
Aye Sanam Tere Liye,Dilip Kumar|Kavita Krishnamurthy|Mohammad Aziz,/artist/dilip-kumar|/artist/kavita-subramaniam|/artist/mohammad-aziz,05:16,Hindi,10-09-2018,0.8,0.74,0.975,0.208,-9.345,0.0,136.041,1.0,7.0,0.046,4.0,81.0,3151995.0,2
Hamne Sanam Ko Khat Likha,Lata Mangeshkar,/artist/lata-mangeshkar,05:31,Hindi,09-01-2009,0.97,0.034,0.798,0.468,-4.719,0.087,184.044,1.0,4.0,0.0279,4.0,27.0,3699860.0,3
Yeh Tera Ghar Yeh Mera Ghar,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,05:14,Hindi,05-04-2022,0.59,0.83,0.986,0.526,-10.637,0.005,185.886,1.0,10.0,0.03,4.0,84.0,564813.0,0
Ab Aan Milo Sajna,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,06:31,Hindi,04-04-2016,0.38,0.862,0.683,0.803,-9.078,0.02,180.102,0.0,11.0,0.0892,4.0,91.0,6447414.0,0
Teetar Ke Do Aage Teetar,Asha Bhosle|Mukesh|Simi Garewal,/artist/asha-bhosle-1|/artist/mukesh|/artist/simi-garewal,03:47,Hindi,04-10-2023,0.37,0.134,0.641,0.739,-9.452,0.0319,104.536,0.0,4.0,0.0733,4.0,37.0,4745153.0,2
Sun Sahiba Sun,Lata Mangeshkar,/artist/lata-mangeshkar,05:15,Hindi,03-07-2005,0.5,0.465,0.561,0.181,-10.248,0.009,122.028,0.0,8.0,0.017,4.0,89.0,2150524.0,2
Prem Rog Part 1,Various,/artist/various,28:56:00,Hindi,10-11-2016,0.11,0.325,0.053,0.203,-2.962,0.02,193.826,0.0,6.0,0.043,4.0,78.0,4176572.0,4
Sara Pyar Tumhara,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:52,Hindi,09-03-2012,0.82,0.835,0.003,0.805,-2.877,0.03,195.878,0.0,11.0,0.05,4.0,57.0,8811088.0,0
Dhal Gaya Din Ho Gayi Sham,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:55,Hindi,12-02-2007,0.44,0.53,0.728,0.006,-11.862,0.073,174.004,1.0,6.0,0.08,4.0,78.0,6215931.0,3
Teri Meherbaniyan,Shabbir Kumar,/artist/shabbir-kumar,07:01,Hindi,03-05-2011,0.67,0.46,0.058,0.024,-9.185,0.0104,168.96,1.0,1.0,0.0035,4.0,89.0,4239759.0,0
Ae Mere Humsafar,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,05:56,Hindi,02-06-2018,0.74,0.105,0.53,0.73,-9.075,0.0415,120.958,0.0,5.0,0.0677,4.0,41.0,2014121.0,2
Dheere Dheere Bol Koi Sun Na Le,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:58,Hindi,06-07-2022,0.27,0.044,0.847,0.1,-4.961,0.07,124.751,0.0,8.0,0.1,4.0,42.0,1378138.0,3
Tauba Tauba Kya Hoga,Asha Bhosle,/artist/asha-bhosle-1,04:17,Hindi,03-05-2011,0.01,0.31,0.409,0.003,-11.212,0.0895,160.46,0.0,11.0,0.085,4.0,46.0,9823037.0,1
Teri Aankhon Ke Siva (Male),Mohammed Rafi,/artist/mohammad-rafi,04:12,Hindi,07-12-2019,0.18,0.019,0.558,0.047,-12.132,0.004,170.16,0.0,11.0,0.014,4.0,100.0,182702.0,4
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,/artist/manna-dey,06:02,Hindi,03-07-2022,0.79,0.721,0.955,0.015,-12.863,0.06,126.326,1.0,8.0,0.1,4.0,74.0,9935216.0,2
Yun Zindagi Ki Raah Mein,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,04:49,Hindi,11-04-2007,0.94,0.36,0.724,0.465,-6.491,0.0837,161.992,1.0,7.0,0.0437,4.0,63.0,3129999.0,3
Aawargi Yeh Dil Yeh Pagal Dil Mera,Asha Bhosle,/artist/asha-bhosle-1,07:21,Hindi,10-08-2011,0.43,0.456,0.557,0.935,-10.419,0.042,116.84,1.0,6.0,0.068,4.0,64.0,9903123.0,2
Chitthi Aai Hai,Pankaj Udhas,/artist/pankaj-udhas,07:14,Hindi,06-11-2008,0.16,0.59,0.628,0.971,-7.928,0.0056,139.0,0.0,1.0,0.0519,4.0,83.0,6605585.0,4
Jimmy Jimmy Jimmy Aaja,Parvati Khan,/artist/parvati-khan,03:05,Hindi,01-09-2018,0.77,0.08,0.683,0.674,-9.05,0.05,148.194,0.0,9.0,0.096,4.0,59.0,9416498.0,3
Ankhon Men Humne Aapke Sapne (Male),Kishore Kumar,/artist/kishore-kumar,04:38,Hindi,01-03-2013,0.68,0.57,0.283,0.505,-3.643,0.024,184.914,0.0,0.0,0.0,4.0,96.0,3882559.0,0
Jaiye Aap Kahan Jayenge,Asha Bhosle,/artist/asha-bhosle-1,06:23,Hindi,07-10-2016,0.17,0.272,0.337,0.924,-13.644,0.074,119.928,0.0,0.0,0.0553,4.0,69.0,1936241.0,1
Janam Janam Ka Saath Hai,Mohammed Rafi,/artist/mohammad-rafi,05:05,Hindi,01-10-2001,0.68,0.29,0.697,0.776,-7.417,0.058,184.214,0.0,1.0,0.02,4.0,27.0,11118791.0,3
Chalo Sajna Jhahan Tak,Lata Mangeshkar,/artist/lata-mangeshkar,04:56,Hindi,05-04-2012,0.44,0.384,0.842,0.701,-6.648,0.093,176.034,1.0,2.0,0.0395,4.0,36.0,1345309.0,3
Ek Ladki Ko Dekha,Kumar Sanu,/artist/kumar-sanu,04:35,Hindi,06-03-2005,0.54,0.178,0.707,0.396,-9.476,0.096,125.252,1.0,1.0,0.09,4.0,36.0,6127609.0,3
Mujhe Ishq Hai Tujhi Se,Mohammed Rafi,/artist/mohammad-rafi,03:22,Hindi,06-09-2002,0.25,0.709,0.055,0.893,-3.225,0.098,105.932,1.0,6.0,0.083,4.0,96.0,1696349.0,1
Dil Mein Ek Laher Si Uthi Hai Abhi - Album - The Latest Best Ghazals - Ghulam Ali,Ghulam Ali,/artist/ghulam-ali,06:12,Hindi,01-01-2004,0.82,0.08,0.223,0.306,-12.094,0.0398,200.028,0.0,10.0,0.08,4.0,29.0,6189037.0,3
Jab Bhi Koi Haseena,K.K.,/artist/kk,06:42,Hindi,01-0,0.5026026026026026,0.500132132132132,0.48852452452452455,0.5061121121121122,,0.04946136136136137,159.32023423423425,,,,,,,0
Dafli Wale Dafli Baja,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:17,Hindi,07-01-2003,0.3,0.34,0.284,0.78,-12.894,0.08,203.986,1.0,2.0,0.059,4.0,84.0,6486305.0,4
Mere Angne Men (Male),Amitabh Bachchan,/artist/amitabh-bachchan,04:56,Hindi,05-05-2012,0.39,0.433,0.512,0.625,-6.217,0.03,201.884,1.0,1.0,0.0728,4.0,37.0,1150126.0,0
Jis Desh Men Ganga Behti Hai,Mukesh,/artist/mukesh,04:23,Hindi,02-05-2007,0.56,0.83,0.335,0.859,-9.851,0.043,198.142,1.0,10.0,0.0838,4.0,93.0,9523313.0,0
Rang Barse Bheege Chunarwali,Amitabh Bachchan,/artist/amitabh-bachchan,06:06,Hindi,02-02-2004,0.26,0.11,0.009,0.278,-10.714,0.01,124.071,0.0,7.0,0.014,4.0,89.0,896219.0,4
Hum Tumse Juda Hoke,Mohammed Rafi,/artist/mohammad-rafi,05:12,Hindi,06-03-2018,0.7,0.468,0.707,0.077,-9.35,0.0824,188.01,1.0,1.0,0.07,4.0,68.0,8628184.0,3
